Source,Link,Title,Content
Citizens Information,/en/government-in-ireland/how-government-works/national-government/the-civil-service/, Civil Service ," The civil service carries out the work of Government and delivers public services. Civil servants are the permanent staff of departments of state, but they may also work for other public bodies.The Constitution of Ireland does not mention the civil service but it is vital to the functioning of the state.The Civil Service Code of Standards and Behaviour (pdf) says that the mission of the civil service is the achievement of an excellent service for the Government and the other institutions of State, as well as for the public as citizens and users of public services.The Public Appointments Service provides recruitment, assessment and selection services for the civil service. They also provide recruitment and consultancy services to local authorities, the Health Service Executive , An Garda S√≠och·na and other public bodies.The Commission for Public Service Appointments is a separate body. The Commission sets standards, which it publishes as codes of practice, for recruitment and selection to the civil service, An Garda S√≠och·na and a number of public service bodies, including the Health Service Executive.The civil service has three main functions:Each Department of State has a permanent staff consisting of administrative, professional, specialist and technical employees. The head civil servant of each Department is the Secretary General, who is recommended by the Minister for that Department and appointed for a period of 7 years by the Government.Below the Secretary General, there are a number of Assistant Secretaries, who are each responsible for specific areas of work in the Department. Below the Assistant Secretaries, there are many officials at varying levels of seniority who are graded according to their seniority.The Public Appointments Service provides recruitment, assessment and selection services for the civil service. They also provide recruitment and consultancy services to local authorities, the Health Service Executive , An Garda S√≠och·na and other public bodies. Civil and public service jobs are advertised on publicjobs.ie.The Commission for Public Service Appointments sets standards, which it publishes as codes of practice, for recruitment and selection to the civil service, An Garda S√≠och·na and a number of public service bodies, including the Health Service Executive.Civil servants are the branch of the public service that works directly for the Government in government departments or in certain state agencies which carry out functions on behalf of the State, but which are independent of Government. For example, those who fall work in the Central Bank of Ireland and the Revenue Commissioners are civil servants of the State.All civil servants are also public servants. However, the public service covers a much broader range of professions which are paid for by the State. This includes many teachers, doctors, nurses, garda√≠ and employees of other agencies that provide state services to the public.Chapter House26-30 Abbey Street UpperDublin 1IrelandIf you have a question about this topic you can contact the Citizens Information Phone Service on 0818 07 4000 (Monday to Friday, 9am to 8pm).You can also contact your local Citizens Information Centre."
Citizens Information,/en/government-in-ireland/irish-constitution-1/constitution-fundamental-rights/, Fundamental rights under the Irish Constitution ," The Irish Constitution recognises and declares that people living in Ireland have certain fundamental personal rights.Articles 40 to 44 set out these fundamental rights. Many of the rights apply to everyone living in Ireland, including non-Irish citizens.The rights that are set out in these articles have been interpreted by the courts, and some articles have been amended since the Constitution was written in 1937. The courts have found that some rights are protected by the Constitution, even though they are not explicitly mentioned in the text.Fundamental rights are not absolute - they can be limited or restricted by the Oireachtas for certain reasons (for the common good or to keep public order for example).If there is a conflict between two or more constitutional rights in a case, the courts will look at all the circumstances and weigh all of the factors to decide how that particular conflict is to be dealt with. For instance, there is often a clash between one person 's right to freedom of expression and another person 's right to their good name.Article 40 sets out 'personal rights ', including:All citizens shall be held equal before the law (Article 40.1 of the Constitution). This means that the State cannot unjustly, unreasonably or arbitrarily discriminate between citizens. You cannot be treated as inferior or superior to any other person in society simply because of your human attributes or your ethnic, racial, social or religious background.However, when the State is making laws, it may consider differences of capacity and of social function between individuals in society.The Constitution specifically recognises and protects your right to life (Article 40.4).Your right to life also means the right to have nature take its course and to die a natural death. That does not mean that you have the right to have your life terminated or death unnaturally accelerated.In May 2018, the people voted in a referendum to allow the Oireachtas to pass laws regulating the termination of pregnancy. The Health (Regulation of Termination of Pregnancy) Act 2018 was signed into law on 20 December 2018.The Constitution guarantees that you have a right to liberty and freedom, except in accordance with the law (Article 40.4).This means that, in general, you are entitled to your own personal freedom except where regulated by law. In addition, the law may provide for your detention in certain circumstances and the State may only breach your right to personal liberty in circumstances that come within that law.If you believe that you are being detained or held unlawfully, you can make an application to the High Court. If the person or institution detaining you cannot justify your detention or prove that it is lawful, the High Court may order that you be released. This is called a habeas corpus order.You have a right to move freely within the State. You also have a broader right to travel and to get a passport for the purpose of travelling.Your right to a passport may be restricted or limited. For example, before granting you bail, a court may require you to hand over your passport. The State may also restrict your right to travel abroad for the purposes of national security.You have a right to freely express your convictions and opinions (Article 40.6.1.i). However, that right can be limited in the interests of public order and morality. You can also not use this right to defame someone else as this would interfere their constitutional right to a good name.The Constitution also states that it is an offence to publish or utter seditious (material undermining the authority of the State or advocating for the overthrow of the State) or indecent material.Following a referendum in May 2018, the Thirty-seventh Amendment of the Constitution (Repeal of offence of publication or utterance of blasphemous matter) Act 2018 was passed. Blasphemy is no longer a constitutional offence.The State is also obliged by the Constitution to make sure that media such as the radio, the press and the cinema are not used to undermine public order or morality or the authority of the State. For example, the Censorship of Publications Acts and the Censorship of Films Acts allow censorship of publications like books, films and DVDs.You have a right to assemble or meet peacefully and without weapons (Article 40.6.1.ii). This right is limited by legislation to protect public order and morality. The law prevents or controls meetings that are calculated or designed to cause a riot or breach of the peace or which may be a danger to the general public.There are other limitations on your freedom of assembly. You cannot meet on private property without the consent of the owner - that is trespass. Parades and processions are not illegal but it is a public nuisance to obstruct a highway without authorisation.You may not hold a procession or meeting within half a mile of the Houses of the Oireachtas when a chief superintendent or higher ranking garda informs the organisers of such an event that it is prohibited or where any garda within that half-mile radius asks you to disperse.The Constitution guarantees your right to form associations and unions (Article 40.6.1.iii). You may form any type of association for whatever purpose you choose, whether it is sporting, social, charitable, commercial or political.This right is limited by legislation to protect public order and morality. For example, associations formed for the purpose of treason or some anti-constitutional or illegal purpose cannot rely on this right to freedom of association.Similarly, you can 't force someone to join any particular association or union or always force a union or association to accept you.The courts and all public bodies or persons making decisions that affect your constitutional rights must treat you fairly. Two of the essential components of fair procedures in this context are:You have a right not to have your body or person unjustifiably interfered with. A person can only interfere with your body with a valid justification and in a proportionate manner. Similarly, you have a right not to be subjected to torture, inhumane or degrading treatment.If you are in custody, you have a right not to have your health endangered while in prison.Your constitutional right to trial by jury only exists in certain criminal cases.If you have been charged with a ""non-minor"" offence, you will be tried by a judge sitting with a jury. There are some offences for which you will be given a choice - whether you want to have your case decided by a District Court judge sitting alone or by a judge sitting with a jury.The jury must consist of those who have been chosen at random from a diverse range of jurors from the community.The Constitution does not specifically state a right to privacy but the courts recognise that the personal rights in the Constitution imply the right to privacy. It has sometimes been described as the right ""to be let alone""ù in private settings.For example, your private written communications and telephone conversations cannot be deliberately, consciously and unjustifiably interfered with. Your rights to cast a secret ballot in elections and to the confidentiality of medical details are other examples of the right to privacy in action.However, your right to privacy may be limited or restricted by legislation in the interests of the common good, public order and morality.As a citizen, you have a right to work and to earn a living, whether you are male or female. However, that general right doesn 't mean that you can insist on being employed in a particular role or area or by a particular employer.The State has a general duty to protect your right to work and earn a livelihood from unjust attack.The Constitution declares that the dwelling of a citizen is inviolable and shall not be entered forcibly except in accordance with the law (Article 40.5). This means that no one, including the Garda√≠, may enter the place where you live without a warrant or other legal authority to enter.If you are arrested as a result of an unlawful entry into your home, your arrest is illegal. Evidence obtained as a result of an unlawful entry onto your dwelling may be inadmissible in court.The family founded on marriage possesses a collection of constitutional rights (Article 41 and 42). These include:Many of these rights equally apply to non-marital families.There is a constitutional principle that married parents have equal rights to and are joint guardians of their children. If the parents separate or divorce, the courts may decide who will have custody of the children. The paramount consideration is the welfare of the children.Article 42A was added to the Constitution in 2015. It affirms children 's natural and imprescriptible rights and the State 's duty to uphold these rights. Children have the right for their best interests to be of paramount consideration where the State seeks to intervene to protect their safety and welfare.This right applies in all court proceedings concerning adoption, guardianship, custody, and access. In these proceedings, children also have the right to have their views ascertained and considered by the courts. The courts are to have regard to a child 's age and maturity when considering their views in accordance with this right.Two constitutional referendums will be held on 8 March 2024 to amend the Constitution.You can find information about the proposed changes to the Constitution.The General Scheme of the Amendment of the Constitution Bill 2023 has been published, which is draft legislation for these proposed amendments.The Constitution declares that the State will vindicate the property rights of every citizen. This means that you have a right to own, transfer and inherit property. You also have the right to bequeath property upon your death. The State guarantees to pass no law to abolish these rights.Article 43 acknowledges that these rights ought to be regulated by the principles of social justice. This means that the State may pass laws limiting your right to private property in the interests of the common good. The most common form of limitation is taxation on ownership, transfer and inheritance.Other examples of restrictions or limitations on your right to own property include town and regional planning, protection of national monuments, compulsory acquisition of land.If the State passes a law that otherwise restricts your property rights, it may be required to compensate you for this restriction.Article 44 of the Constitution deals with religion.You are free to practise your religion and your freedom of conscience. The State guarantees not to endow or favour any religion and not to discriminate on the grounds of religion.State aid for schools cannot discriminate between schools of different religious denominations. Every child has the right to attend a denominational school receiving State funding without having to participate in religious instruction in the school.Your right to religious liberty may be limited to protect public order and morality.If you have a question about this topic you can contact the Citizens Information Phone Service on 0818 07 4000 (Monday to Friday, 9am to 8pm).You can also contact your local Citizens Information Centre."
Citizens Information,/en/government-in-ireland/irish-constitution-1/constitution-introduction/, The Irish Constitution ," The Irish Constitution (or Bunreacht na h…ireann) was ratified by the Irish people in 1937. It is the fundamental law of the State.Every part of the Constitution is set out in both the Irish and English languages. Article 8 states that the Irish language is the first official language and that the English language is recognised as a second official language.The Constitution establishes the branches or organs of government, it establishes the courts and sets out how those institutions should be run. It also describes the fundamental rights of every Irish citizen.The Constitution is also part of a wider human rights framework in Ireland. This refers to all legal and other human rights commitments made by Ireland, including treaties under the United Nations, the European Convention on Human Rights and the Charter of Fundamental Rights of the European Union.The Constitution contains 50 articles.Articles 1-39 define the functions of the State and its agencies and set out the separation of powers in the State.Articles 40-44 provide for the fundamental rights of Irish citizens.The remaining articles are:Article 45, which sets out directive principles of social policyArticle 46, which sets out how the Constitution may be amendedArticle 47, which governs referendumsArticles 48-50, which repealed the previous Constitution (of Saorst·t …ireann) and ensured the continuance of lawsOne of the most important Articles of the Constitution is Article 15.4, which states that the Oireachtas must not enact any law that is repugnant to the Constitution (conflicts with the Constitution). This means that the Constitution is superior to all other law.If any element of an existing law is found to be repugnant to the Constitution, that element of the law is invalid (Article 15.4.2).If a proposed new law would be repugnant to the Constitution, it cannot be enacted unless the Constitution has been amended accordingly ""ì see 'Amending the Constitution' below.Article 25 provides that Bills passed by both houses of the Oireachtas should be presented to the President for signature. Once a Bill has been signed by the President, it becomes law. However, Article 26 provides that the President may refer the Bill to the Supreme Court to decide if it is repugnant to the Constitution. The President will not sign the Bill into law if the Supreme Court decides against it.Every law that is enacted is presumed to be constitutional until it is proven not to be. The High Court has the power or jurisdiction to cancel any law or part of any law that is repugnant to the Constitution.The consent of the Irish people is needed before the Constitution can be amended. This means that amendments to the Constitution can only be made by way of a constitutional referendum. Up to 2023, 38 constitutional referendums had been held, of which 32 resulted in amendments to the Constitution. A list of the amending Acts is at the front of the Constitution published on irishstatutebook.ie.If no petition challenging the result is presented to the High Court within 7 days of its publication, the certificate becomes final. The President will then sign the Bill to change the Constitution and the Constitution will be amended. Two constitutional referendums will be held on 8 March 2024 to amend the Constitution.You can find information about the proposed changes to the Constitution.The General Scheme of the Amendment of the Constitution Bill 2023 has been published, which is draft legislation for these proposed amendments.You can access a full copy of the Constitution on irishstatutebook.ie. You may also order a copy from the Government Publications Office and it is available in bookshops nationwide.If you feel that your constitutional rights are being violated, you may wish to engage a solicitor. The Law Society of Ireland has a list of all solicitors who hold a current practising certificate.The Free Legal Advice Centres (FLAC) operate a nationwide network of legal advice clinics. These clinics are confidential, free of charge and open to all.If you have a question about this topic you can contact the Citizens Information Phone Service on 0818 07 4000 (Monday to Friday, 9am to 8pm).You can also contact your local Citizens Information Centre."
Citizens Information,/en/government-in-ireland/irish-constitution-1/main-institutions-of-the-state/, Main institutions of the Irish State ," Ireland is a constitutional republic, which means that the fundamental rules that determine how the State behaves, how laws are made, and how power should be used are set out in a written constitution.It also means that the people of Ireland elect who they want to represent them, govern them, and make laws on their behalf.The Irish Constitution establishes and describes the main institutions of the State. The power to run the State is divided into 3 separate branches:The Constitution tries to keep these powers separate to guarantee that there is not too much power in the hands of one institution of the State.The Irish Constitution says that all of the power of the State comes from the Irish people. It also says that that the power to govern is divided between the Legislature, the Executive and the Judiciary.The Legislature has law-making power. Only the Oireachtas (the national parliament), with the President as its head, can make laws in Ireland. See 'The Legislature' below.The Executive has the power to enforce the law, run the departments of the State and set the agenda of the Oireachtas. The Government, led by the Taoiseach, has the executive power of the State. See 'The Executive ' below.The Judiciary has the power to interpret the law. The Irish courts system has this power, which includes the power to decide if a piece of legislation or law is unconstitutional. See 'The Judiciary ' below.The Constitution sets out how these state powers should work, and puts in place checks and balances to prevent institutions from having too much power.The legislative power is the power to make laws. The Oireachtas does this through introducing and changing legislation. Articles 15 to 27 of the Constitution give this power to the national parliament or the Oireachtas. The Oireachtas comprises:The main function of the Oireachtas is to make new laws and amend existing laws. New laws start as Bills, and must be debated by the D·il and Seanad and passed by both Houses before the President can sign the bill into law. If the Seanad does not pass a bill, the D·il can still enter the bill into law, but must pass a resolution declaring that the Bill is deemed to have been passed by both Houses. When a bill becomes law, it is known as an Act of the Oireachtas.Any sitting TD (Teachta D·la, the name given to elected members of the D·il) or Senator can publish a Bill and try to have it passed by the House, but the Bill must have the Government 's support if it involves spending public money.The President has the power to refer a bill to the Supreme Court to seek a judgment that the law is constitutional.TDs are elected in general elections, which must be held at least every 5 years. Senators are either appointed by the Taoiseach, or elected in Seanad elections, which take place after a general election has been held.The Oireachtas also elects the Government and passes budgets for Government Departments.Article 28 of the Constitution gives executive power to the Government.Executive power includes the power to execute or carry out laws with the assistance of the civil service, police force and military. The head of Government is the Taoiseach, who is nominated by the D·il. The Taoiseach nominates a deputy (the T·naiste) and a cabinet of ministers to take responsibility for the Departments of Government.The Government is usually formed by the largest party in the D·il after a general election. A Government formed from two or more parties is called a coalition government.The Government must have at least 7 members (which must include the Taoiseach, the T·naiste and the Minister for Finance), and at most 15 members. A maximum of 2 senators can be appointed as Ministers.The Government is answerable to D·il …ireann, and will not survive without the support of the majority of TDs.The judicial power is the power to interpret and apply the law to disputes and conflicts that arise between the State and the individual and disputes and conflicts that arise between individuals. Articles 34 to 37 of the Constitution give this power to the courts.Under Article 35, judges of the courts are independent of the Government and can only be removed through a resolution of both houses of the Oireachtas for misbehaviour or incapacity.Judges are appointed by the President, who acts on the advice of the Government. The Judicial Appointments Advisory Board advises the Government on suitable candidates for the bench.You can read more about:Leinster HouseKildare StreetDublin 2Ireland15-24 Phoenix Street NorthSmithfieldDublin 7IrelandGovernment BuildingsUpper Merrion StreetDublin 2IrelandIf you have a question about this topic you can contact the Citizens Information Phone Service on 0818 07 4000 (Monday to Friday, 9am to 8pm).You can also contact your local Citizens Information Centre."
Citizens Information,/en/government-in-ireland/how-government-works/local-and-regional-government/functions-of-local-authorities/, Local government ," Ireland has 31 local authorities that are responsible for a range of local services, including:Most (26) local authorities are county councils. There are also 3 city councils (Dublin, Galway and Cork) and 2 councils that oversee a city and a county (Limerick and Waterford).Voters elect councillors to represent them at local level. You can read about how members of local authorities are elected in a range of different languages.Ireland currently has 949 elected councillors. They make policy decisions at council meetings. Local councils are managed by a chief executive who oversees the day-to-day running of the council.Local authorities are recognised in Article 28A of the Constitution of Ireland, which guarantees that local elections are held at least every 5 years.Local authorities have a number of important functions.Local authorities are the main providers of social housing for people who cannot afford their own accommodation. They own a stock of accommodation and rent houses and apartments to eligible applicants. They are also responsible for maintaining the accommodation. You can read more about Applying for local authority housing.Local authorities provide social housing support through the Housing Assistance Payment (HAP).Local authorities also enforce minimum standards in private rented accommodation.Local authorities oversee planning permission. New buildings, some extensions to existing buildings, and changing the purpose or use of a building (for example, changing a shop into a restaurant) must have planning permission.Local authorities are responsible for improving and maintaining regional and local roads. They are also responsible for:Local authorities also have a Road Safety Officer to promote the safe use of roads in the local area.Local authorities operate fire services with the Department of Housing, Local Government and Heritage playing an advisory and policy-making role.Local authorities operate a network of public libraries in Ireland. Public libraries are open to everyone and most of their services are free.Local authorities also provide funding to local youth, arts and sports services, as well as maintaining and operating public swimming pools, leisure centres and playgrounds.Many public amenities, like parks and monuments, are maintained by local authoritiesLocal authorities play an important role in protecting the environment including:Local authorities also have a role in enforcing noise pollution laws.The local authority must put together and maintain a list of voters in its area.You can find details of all local authority services in your area, at the Local Government Services site.The members of each local authority are called 'councillors'. Councillors are directly elected in local elections. The number of councillors elected to each local authority depends on the population of the local authority area.Local elections by law are held in the month of May or June on a day fixed by the Minister for Housing, Local Government and Heritage Each councillor holds office for 5 years, Councillors elected in May 2019 will hold office until 7 days after the polling day in 2024.The number of members of each local authority is fixed by law. This means that Schedule 7 of the Local Government Act 2001, as amended by Section 15 of the Local Government Reform Act 2014, has set down the number of members of every county council, city council and city and county council throughout the country.The Minister for Housing, Local Government and Heritage may divide each city or county area into smaller local electoral areas and may fix the number of councillors that can be elected for each of these electoral areas.Before making changes to an electoral area, the Minister requests a boundary committee to prepare a report of recommendations. View the most recent boundary committee reports.Councillors make decisions at council meetings. There are 4 different types of meetings held by the local authority:At the council meeting, every councillor is entitled to vote for or against resolutions put forward at the meeting. In most cases, a resolution is passed where the majority of the members present vote in favour of the resolution.Local authorities make decisions about policies by passing 'resolutions '. Resolutions are passed by councillors and are known as reserved functions of the local authority. Resolutions can include:Local authorities can pass laws where they are empowered to do so by the Oireachtas (the Irish parliament). These laws are called bye-laws and are often used to regulate:Two months before making a Bye-Law, the local authority must publish a notice in a local newspaper indicating that it proposes to make the Bye-Law. The public is entitled to inspect the proposed Bye-Law and make submissions about it before it comes into effect.Every year, the local authority elects a Cathaoirleach (Chairperson) and a leas-Cathaoirleach (vice-chairperson) from the elected councillors. The Cathaoirleach chairs meetings of the local authority.In some areas, the Cathaoirleach is called the Lord Mayor or Mayor and the leas-Cathaoirleach is called the Deputy Lord Mayor or Deputy Mayor:Every local authority has a chief executive (formerly called a county or city manager) who is employed to manage their local authority. Some local authorities share a chief executive. As well as the chief executive, some councils also have deputy chief executives.The chief executive performs the executive functions of the city council, county council or city and county council. They supervise, co-ordinate, manage and pay the employees and officers of the council. They also makes contracts on behalf of the council and affixes the official seal of the council on documents.Once appointed, the chief executive will remain in office for a term of 7 years (although this can also be extended by an additional 3 years).The chief executive makes decisions on the running of the local authority, except those that are reserved decisions (decisions that are made by the elected councillors). These include:Contact information for councillors is available from your local authority.If you have a question about this topic you can contact the Citizens Information Phone Service on 0818 07 4000 (Monday to Friday, 9am to 8pm).You can also contact your local Citizens Information Centre."
Citizens Information,/en/government-in-ireland/how-government-works/local-and-regional-government/regional-assemblies/, Regional assemblies ," Regional assemblies make decisions about strategic planning, EU funding and they help co-ordinate the work of local authorities.Ireland has 3 regional assemblies. Each assembly has members who are elected by the local authorities in the region. The 3 regions are:These regional assemblies were created under the Local Government Reform Act 2014 and have been in operation since 1 January 2015.The aim of the assemblies is to co-ordinate, promote and support strategic planning and sustainable development and make local government and public services more effective.Strategic planning means planning the direction or goals for the region, and making decisions on how to use funding and resources. Regional assemblies make it easier for local authorities to work together to benefit the region.Regional assemblies plan how to use the land and resources in the region over a long period. They have developed Regional Spatial and Economic Strategies as part of the government 's long term plans to meet the challenges of population growth, climate change and a competitive economy.Regional assemblies manage certain EU funding programmes like the European Regional Development Fund, which is used to invest in development in the regions.The membership of a regional assembly consists of members of the local authorities within the region:If you have a question about this topic you can contact the Citizens Information Phone Service on 0818 07 4000 (Monday to Friday, 9am to 8pm).You can also contact your local Citizens Information Centre."
Citizens Information,/en/government-in-ireland/how-government-works/standards-and-accountability/freedom-of-information/, Freedom of information (FOI)  ," You have the right to get copies of records held by public bodies under the Freedom of Information (FOI) Acts.This may include:FOI only applies to FOI bodies. These are mostly bodies that are publicly funded (for example, government departments).If you want to apply for records that are held about you by a private organisation, you can apply under data protection laws.FOI allows the public to have information about what the Government is doing and it is often used by journalists, campaigners and opposition parties.You can get information that is held about you by public bodies for free in most cases. In some situations, the information may be redacted or withheld (see 'your rights under FOI ' below).The laws on freedom of information are set out in the Freedom of Information Act 2014 and its amendments and regulations. FOI laws apply to public bodies unless they are exempt. FOI bodies include:A full list of FOI bodies is on the website of the FOI policy unit.Some information, even if it is held by an FOI body, is exempt from FOI (see 'Your rights under FOI ' below).If you want to request information that is held on you by a company or organisation that is not listed, you can make a subject access request under data protection law (the GDPR).FOI bodies must have a publication scheme in place. This means that the FOI body should publish as much information as possible in a way that is open and easy to access, without the need for an FOI request. This information should be published under the following headings:FOI gives you the right to:You can ask for records under FOI from the date that the Freedom of Information Act applies to the body concerned. This is known as the 'effective date '. For most bodies, the effective date is 21 April 1998. You can ask for records from before the effective date if either:A record can be a paper document or information held on computer. It includes, for example, printouts, maps, plans, microfilm, audio-visual material, disks and tapes.Some types of records are exempt from FOI. Exemptions are either mandatory or discretionary. For discretionary exemptions, the FOI body should try to balance the public interest against any harm that releasing the records could cause.The following are some examples of records that may be exempt from FOI:Before you apply, you should check if the information you want to get is publicly available already. Many FOI bodies publish detailed information on their websites. You may also be able to get the information you need by speaking to their FOI officer, or another member of staff.If you decide to make making an application, you should:The FOI body must acknowledge your request within 2 weeks. In most cases, the FOI body can respond to your request within 4 weeks. The FOI body may ask for more time to complete your request if, for example, there are a lot of documents to consider. They must notify you in writing if they wish to extend the time, and they cannot extend it for more than a further 4 weeks.You do not have to pay to access your own personal records.For non-personal records, the following fees apply:You may also be charged for the time the body spends searching and retrieving records, and for copying costs. If the cost is under ‚Ç¨101, no charge applies. If the cost is above this, you will be charged in full, up to a maximum of ‚Ç¨500.It is unlikely that you will be charged for personal records unless there is a very large quantity.If the cost for the time and copying would be greater than ‚Ç¨700, the FOI body can refuse to process your request unless you revise your request to bring the costs down below ‚Ç¨700.The FOI body may refuse your request in whole or in part. They must tell you in writing of their decision, and they must give you a reason why they have refused to grant you access to a record (or part of a record).They must also give you information about how to appeal.You can request a review of the decision to refuse your application by writing to the FOI officer within 3 weeks of the decision (or after 4 weeks from your FOI request if you have not received a response). The review must be carried out by a member of staff who is more senior than the person who made the original decision.If you are still unhappy with the outcome of your application, you can make an appeal to the Information Commissioner.Further information on FOI procedures and laws are on the Freedom of Information website. This website is operated by the FOI policy unit of the Department of Public Expenditure, NDP Delivery and Reform.To make an FOI request, you should contact the FOI body that holds the records you want to get.  Floor 3, 7-9 Merrion RowDublin 2D02 V223If you have a question about this topic you can contact the Citizens Information Phone Service on 0818 07 4000 (Monday to Friday, 9am to 8pm).You can also contact your local Citizens Information Centre."
Citizens Information,/en/government-in-ireland/how-government-works/standards-and-accountability/office-of-the-ombudsman/, Office of the Ombudsman ," The Office of the Ombudsman examines complaints from members of the public who believe they have been treated unfairly by a public body.It also examines complaints about public service organisations that fail to provide accessible buildings, services and information, as required in the Disability Act 2005.The Office of the Ombudsman is independent and complaints must be examined in a fair and transparent way. It is free to use its services.The current Ombudsman is Ger Deering. He was appointed by the President in January 2022.You can make a complaint to the Ombudsman if you are unhappy with the service provided by:Afull list is available on the Ombudsman website.You cannot make a complaint to the Ombudsman about:You can read a full list of exempt agencies.You must make a complaint to the relevant service provider first. The Office of the Ombudsman has information about how to complain to a service provider.The Ombudsman can investigate a complaint if you believe that a public service body has given you the wrong information or your complaint has not been dealt with properly.   They can also investigate a decision that you think is unfair, or that the reason for the decision has not been properly explained to you. You can also complain about delays in a public body making a decision.There are certain complaints that the Ombudsman cannot examine, including complaints about:You canread the list in full on the Ombudsman website.The Office of the Ombudsman cannot examine a complaint if you have already started legal proceedings against a public body for the same complaint.The Ombudsman first decides if they can handle your complaint. If they can, they begin a preliminary investigation and ask the public service body to provide relevant information. You may also be informally interviewed at this stage.Once the information has been gathered, the Ombudsman decides whether a formal investigation is required.In a formal investigation, the Ombudsman drafts a statement of complaint in consultation with you. The investigation is carried out in private and usually in writing. The Ombudsman may demand any information, files or documents to help them carry out the investigation. At the end of the investigation process, the Ombudsman must inform you of their decisionDepending on the outcome, they may ask the provider to change its decision or offer an explanation, compensation or both. The Ombudsman can only make recommendations. Their decisions are not legally binding.If you are not happy with how the Ombudsman has investigated your complaint, you canrequest a review.You must make a complaint to the relevant service provider first. The Office of the Ombudsman has information about how to complain to a service provider.If your complaint meets the criteria outlined above, you can start the process by filling out an online form. Alternatively, you can:Complaints must be received within 12 months of the decision or action that you want to complain about took place. The Ombudsman may investigate a complaint beyond this time limit, if there is a good reason for the delay.6 Earlsfort TerraceDublin 2D02 W773IrelandIf you have a question about this topic you can contact the Citizens Information Phone Service on 0818 07 4000 (Monday to Friday, 9am to 8pm).You can also contact your local Citizens Information Centre."
Citizens Information,/en/government-in-ireland/how-government-works/standards-and-accountability/comptroller-and-auditor-general/, Comptroller and Auditor General ," The Irish Constitution states that a Comptroller and Auditor General must be nominated by D·il Eireann and appointed by the President. The main function of the Comptroller and Auditor General is to carry out an audit every year of the State's accounts. They then submit an annual report of the audit to D·il Eireann. The purpose of the audit is to provide independent assurance that public funds are being well managed and used legally.The Comptroller and Auditor General is also the Supreme Audit Institution (SAI) for Ireland. Supreme Audit Institutions in Ireland and abroad are linked through a number of regional and international bodies:The Comptroller and Auditor General is nominated by D·il Eireann and appointed by the Irish President. You can read further information on the current Comptroller and Auditor General.The Comptroller and Auditor General cannot be a member of the Oireachtas (the Irish Houses of Parliament).The Comptroller and Auditor General is responsible for auditing the accounts of many state departments and organisations, including:You can see an overview of government expenditure on whereyourmoneygoes.gov.ie, a website of the Office of the Government Chief Information Officer. 3A Mayor StreetDublin 1IrelandIf you have a question about this topic you can contact the Citizens Information Phone Service on 0818 07 4000 (Monday to Friday, 9am to 8pm).You can also contact your local Citizens Information Centre."
Citizens Information,/en/government-in-ireland/how-government-works/standards-and-accountability/public-petitions/, Public petitions ," The parliamentary public petitions system allows members of the public to raise issues of general public interest with the Houses of the Oireachtas (parliament).Decisions about petitions are made by the Joint Committee on Public Petitions, which is a parliamentary committee consisting of TDs and Senators.If you are submitting a petition it must relate to a matter on which the Houses of the Oireachtas have the power to act and the petition must be in the proper form. It must not:You will be asked to show that you have already tried to resolve the issue raised in your petition, for example, by raising it with the Ombudsman, public bodies, or directly with the relevant Government Department.Your petition should also include the name and address of anyone who has agreed to support the petition, though only one signature is necessary to submit a petition.You are encouraged to submit your petition online. You can also download the petition form (pdf) and submit it:orThere is no charge for submitting a petition.You submit your petition to the Joint Committee on Public Petitions. The Joint Committee must first decide whether your petition is compliant with D·il and Seanad standing orders (pdf). If it decides that it is, it will then consider your petition.When considering your petition the Joint Committee may invite you to appear before it. It may also seek oral or written evidence from the relevant government department, as well as other relevant bodies. It may also:Following its considerations, the Joint Committee makes a decision on what further action it will take. This action can include reporting to the D·il with recommendations, and requesting that the report be debated by the D·il.If the Joint Committee decides that no further action is required your petition will be closed. You will be notified of the Joint Committee 's final decision.Further information and advice on the petitions process can be obtained from the Clerk to the Joint Committee on Public Petitions. A list of petitions already submitted is available on the Houses of the Oireachtas website.  Leinster HouseKildare StreetDublin 2IrelandIf you have a question about this topic you can contact the Citizens Information Phone Service on 0818 07 4000 (Monday to Friday, 9am to 8pm).You can also contact your local Citizens Information Centre."
